"","Member_number","Date","itemDescription"
"2834",4778,2015-04-26,"cereal"
"2835",1146,2015-06-11,"whole milk"
"2836",4338,2015-10-11,"pip fruit"
"2837",1345,2015-07-21,"frankfurter"
"2838",4441,2015-11-09,"citrus fruit"
"2839",2540,2015-02-16,"misc. beverages"
"2840",1997,2015-06-06,"frankfurter"
"2841",2294,2015-07-26,"chocolate"
"2842",1523,2015-03-28,"ham"
"2843",3165,2015-08-18,"frankfurter"
"2844",4831,2015-04-12,"brown bread"
"2845",4073,2015-11-02,"rolls/buns"
"2846",3661,2015-07-25,"pip fruit"
"2847",2019,2015-10-09,"cereal"
"2848",1092,2015-05-16,"root vegetables"
"2849",4078,2015-11-14,"pork"
"2850",4753,2015-06-21,"whole milk"
"2851",1279,2015-09-10,"beverages"
"2852",1012,2015-11-19,"tropical fruit"
"2853",2362,2015-11-23,"specialty chocolate"
"2854",2789,2015-02-06,"pastry"
"2855",3229,2015-08-07,"cat food"
"2856",1715,2015-05-03,"chicken"
"2857",4351,2015-01-16,"bottled beer"
"2858",4397,2015-06-27,"whipped/sour cream"
"2859",3653,2015-10-21,"long life bakery product"
"2860",2730,2015-11-10,"beef"
"2861",4321,2015-10-27,"salty snack"
"2862",1086,2015-11-17,"beer"
"2863",1708,2015-12-28,"meat"
"2864",4293,2015-08-24,"fish"
"2865",4524,2015-04-22,"whole milk"
"2866",3783,2015-03-08,"detergent"
"2867",1460,2015-06-24,"hamburger meat"
"2868",2960,2015-12-19,"whole milk"
"2869",3442,2015-10-12,"beef"
"2870",4059,2015-05-07,"frozen meals"
"2871",1822,2015-03-03,"pip fruit"
"2872",1584,2015-07-10,"yogurt"
"2873",1624,2015-02-04,"rolls/buns"
"2874",4877,2015-11-06,"whole milk"
"2875",1567,2015-04-11,"ham"
"2876",2018,2015-01-04,"frozen meals"
"2877",1182,2015-09-01,"ice cream"
"2878",3401,2015-08-02,"pork"
"2879",4547,2015-01-18,"chewing gum"
"2880",3547,2015-10-21,"tropical fruit"
"2881",4831,2015-04-06,"whole milk"
"2882",2851,2015-01-01,"whole milk"
"2883",3072,2015-02-28,"bottled water"
"2884",1398,2015-04-15,"cereal"
"2885",1779,2015-10-28,"whole milk"
"2886",1823,2015-11-27,"whole milk"
"2887",3360,2015-11-14,"whole milk"
"2888",1565,2015-10-15,"pork"
"2889",4321,2015-05-08,"curd"
"2890",1293,2015-03-05,"dessert"
"2891",3331,2015-07-25,"waffles"
"2892",2408,2015-05-19,"onions"
"2893",2742,2015-10-10,"misc. beverages"
"2894",3934,2015-05-01,"shopping bags"
"2895",4742,2015-06-22,"white wine"
"2896",4405,2015-07-22,"frankfurter"
"2897",3229,2015-03-25,"white bread"
"2898",2817,2015-12-22,"pork"
"2899",2741,2015-02-17,"beer"
"2900",3562,2015-12-30,"pork"
"2901",4442,2015-06-10,"berries"
"2902",2022,2015-02-05,"frankfurter"
"2903",4380,2015-11-03,"root vegetables"
"2904",3687,2015-12-22,"finished products"
"2905",2077,2015-05-07,"bottled water"
"2906",3273,2015-03-15,"margarine"
"2907",3736,2015-11-27,"soda"
"2908",3190,2015-03-28,"hamburger meat"
"2909",3295,2015-07-28,"root vegetables"
"2910",3276,2015-06-30,"root vegetables"
"2911",4405,2015-01-06,"soda"
"2912",4266,2015-07-31,"canned beer"
"2913",1372,2015-06-25,"frozen fish"
"2914",1242,2015-12-13,"beverages"
"2915",4820,2015-05-01,"pip fruit"
"2916",4702,2015-11-08,"pot plants"
"2917",3687,2015-07-16,"pork"
"2918",4115,2015-03-20,"fruit/vegetable juice"
"2919",2236,2015-02-03,"fruit/vegetable juice"
"2920",1026,2015-03-15,"fruit/vegetable juice"
"2921",2678,2015-03-20,"tropical fruit"
"2922",1934,2015-08-04,"yogurt"
"2923",3525,2015-02-14,"canned beer"
"2924",1354,2015-11-29,"canned beer"
"2925",2782,2015-04-09,"cream cheese "
"2926",4456,2015-05-16,"bottled water"
"2927",4869,2015-04-03,"cereal"
"2928",2454,2015-08-26,"soda"
"2929",4222,2015-08-20,"newspapers"
"2930",1358,2015-09-11,"whole milk"
"2931",3393,2015-02-15,"pot plants"
"2932",1615,2015-12-03,"yogurt"
"2933",4734,2015-07-12,"roll products "
"2934",4946,2015-11-04,"soft cheese"
"2935",2419,2015-08-22,"frozen meals"
"2936",4989,2015-06-03,"ice cream"
"2937",2961,2015-05-27,"frankfurter"
"2938",2707,2015-03-07,"meat"
"2939",2010,2015-11-06,"soda"
"2940",1502,2015-04-16,"butter milk"
"2941",2600,2015-04-29,"frozen potato products"
"2942",3603,2015-01-30,"beer"
"2943",4352,2015-04-14,"frankfurter"
"2944",1477,2015-05-16,"misc. beverages"
"2945",4938,2015-11-24,"cereal"
"2946",2745,2015-01-27,"butter"
"2947",2738,2015-11-09,"frankfurter"
"2948",4170,2015-01-19,"bottled water"
"2949",3776,2015-05-17,"kitchen towels"
"2950",1062,2015-09-18,"beer"
"2951",1546,2015-01-03,"butter"
"2952",2020,2015-11-19,"cereal"
"2953",2366,2015-01-18,"frankfurter"
"2954",1107,2015-01-03,"liver loaf"
"2955",1407,2015-07-29,"white wine"
"2956",3718,2015-02-26,"frankfurter"
"2957",4808,2015-07-26,"meat"
"2958",2940,2015-05-21,"canned beer"
"2959",3048,2015-12-10,"chicken"
"2960",3165,2015-06-15,"beer"
"2961",4306,2015-12-28,"pip fruit"
"2962",4302,2015-11-05,"beer"
"2963",4516,2015-03-29,"yogurt"
"2964",3582,2015-03-31,"root vegetables"
"2965",1534,2015-07-10,"shopping bags"
"2966",1844,2015-07-24,"UHT-milk"
"2967",1218,2015-07-05,"whole milk"
"2968",4482,2015-11-30,"hamburger meat"
"2969",2574,2015-12-11,"frozen vegetables"
"2970",2767,2015-01-27,"root vegetables"
"2971",2794,2015-09-29,"cereal"
"2972",4228,2015-03-26,"whole milk"
"2973",3062,2015-06-08,"beef"
"2974",2365,2015-06-21,"cereal"
"2975",3775,2015-07-07,"pork"
"2976",2232,2015-05-06,"bottled beer"
"2977",4156,2015-08-03,"salty snack"
"2978",3643,2015-09-20,"bottled beer"
"2979",3470,2015-10-04,"soda"
"2980",2602,2015-12-11,"bottled water"
"2981",4796,2015-06-10,"frankfurter"
"2982",3289,2015-08-09,"tropical fruit"
"2983",4470,2015-03-31,"canned beer"
"2984",2502,2015-02-07,"chicken"
"2985",2205,2015-03-07,"citrus fruit"
"2986",3201,2015-01-21,"curd"
"2987",2882,2015-06-25,"citrus fruit"
"2988",2757,2015-12-16,"citrus fruit"
"2989",3679,2015-08-30,"beer"
"2990",2380,2015-02-12,"bottled water"
"2991",1825,2015-10-06,"chicken"
"2992",2868,2015-07-18,"waffles"
"2993",2709,2015-08-20,"curd"
"2994",4585,2015-07-16,"oil"
"2995",2634,2015-04-22,"berries"
"2996",4832,2015-12-03,"frankfurter"
"2997",2032,2015-07-28,"pork"
"2998",2061,2015-12-27,"tropical fruit"
"2999",2210,2015-01-13,"frankfurter"
"3000",2346,2015-08-05,"specialty cheese"
"3001",4315,2015-04-26,"citrus fruit"
"3002",4166,2015-07-26,"bottled beer"
"3003",3907,2015-10-25,"beer"
"3004",2706,2015-03-22,"frankfurter"
"3005",2855,2015-08-05,"canned beer"
"3006",2074,2015-04-10,"citrus fruit"
"3007",2840,2015-05-27,"beer"
"3008",2247,2015-05-31,"citrus fruit"
"3009",4063,2015-07-14,"whole milk"
"3010",4780,2015-07-03,"soda"
"3011",1081,2015-03-06,"beer"
"3012",4843,2015-03-02,"pip fruit"
"3013",3246,2015-08-27,"canned beer"
"3014",4009,2015-07-14,"tropical fruit"
"3015",3697,2015-10-03,"root vegetables"
"3016",4579,2015-10-29,"beer"
"3017",3803,2015-10-06,"root vegetables"
"3018",4108,2015-07-21,"bottled water"
"3019",1664,2015-04-01,"whole milk"
"3020",4179,2015-03-06,"root vegetables"
"3021",4172,2015-02-18,"tropical fruit"
"3022",2851,2015-02-17,"butter"
"3023",3385,2015-06-22,"flower soil/fertilizer"
"3024",1303,2015-09-08,"pasta"
"3025",4487,2015-01-22,"beer"
"3026",2392,2015-03-23,"beer"
"3027",4218,2015-10-03,"beef"
"3028",2891,2015-07-02,"root vegetables"
"3029",4474,2015-12-10,"whole milk"
"3030",4437,2015-07-28,"pork"
"3031",2648,2015-11-08,"beef"
"3032",1081,2015-05-03,"specialty bar"
"3033",3071,2015-01-21,"salty snack"
"3034",3409,2015-05-20,"cereal"
"3035",2768,2015-01-01,"tropical fruit"
"3036",3424,2015-08-16,"canned beer"
"3037",4610,2015-04-19,"pip fruit"
"3038",3090,2015-11-04,"turkey"
"3039",4585,2015-05-01,"beer"
"3040",4388,2015-03-20,"cereal"
"3041",3751,2015-01-01,"frankfurter"
"3042",2650,2015-05-11,"citrus fruit"
"3043",4282,2015-06-23,"chicken"
"3044",3273,2015-09-26,"citrus fruit"
"3045",2983,2015-09-11,"flour"
"3046",2075,2015-01-20,"baking powder"
"3047",2841,2015-12-20,"finished products"
"3048",1562,2015-05-11,"frankfurter"
"3049",4619,2015-06-16,"chicken"
"3050",3122,2015-10-31,"chicken"
"3051",1790,2015-03-29,"cereal"
"3052",4395,2015-06-08,"beef"
"3053",3074,2015-04-13,"whole milk"
"3054",3797,2015-01-20,"cereal"
"3055",4958,2015-07-11,"beer"
"3056",3752,2015-02-08,"onions"
"3057",1277,2015-12-01,"cereal"
"3058",4403,2015-09-20,"frankfurter"
"3059",2272,2015-09-05,"zwieback"
"3060",3443,2015-04-18,"chicken"
"3061",4667,2015-07-19,"frankfurter"
"3062",2902,2015-06-06,"whole milk"
"3063",1494,2015-06-25,"frozen fish"
"3064",2231,2015-05-08,"berries"
"3065",1917,2015-07-29,"chicken"
"3066",2144,2015-01-05,"onions"
"3067",2656,2015-12-16,"beef"
"3068",1881,2015-06-05,"root vegetables"
"3069",4764,2015-09-27,"soda"
"3070",2755,2015-05-17,"whole milk"
"3071",2361,2015-02-27,"citrus fruit"
"3072",2311,2015-11-01,"cereal"
"3073",3937,2015-05-04,"sparkling wine"
"3074",4932,2015-07-17,"UHT-milk"
"3075",3304,2015-03-28,"soda"
"3076",1133,2015-08-03,"curd"
"3077",2843,2015-12-14,"whole milk"
"3078",2719,2015-05-30,"frankfurter"
"3079",2678,2015-04-04,"chocolate"
"3080",2211,2015-11-29,"beer"
"3081",4682,2015-03-19,"coffee"
"3082",1696,2015-10-04,"tropical fruit"
"3083",2061,2015-02-12,"beef"
"3084",1385,2015-06-21,"whipped/sour cream"
"3085",4302,2015-03-08,"tropical fruit"
"3086",4113,2015-04-27,"UHT-milk"
"3087",1122,2015-06-25,"root vegetables"
"3088",4508,2015-10-07,"frankfurter"
"3089",4688,2015-08-03,"pip fruit"
"3090",3906,2015-06-16,"pip fruit"
"3091",2847,2015-05-18,"whipped/sour cream"
"3092",3402,2015-03-29,"canned beer"
"3093",2039,2015-09-22,"oil"
"3094",4228,2015-04-04,"white bread"
"3095",3622,2015-08-29,"soda"
"3096",2643,2015-11-08,"hygiene articles"
"3097",3406,2015-09-13,"bottled beer"
"3098",4537,2015-01-22,"dessert"
"3099",1326,2015-02-07,"cereals"
"3100",3490,2015-07-09,"canned beer"
"3101",1277,2015-03-02,"frankfurter"
"3102",1599,2015-10-13,"cereal"
"3103",2013,2015-02-07,"UHT-milk"
"3104",2613,2015-05-24,"misc. beverages"
"3105",1705,2015-10-12,"baking powder"
"3106",4571,2015-03-03,"bottled water"
"3107",3432,2015-02-25,"meat"
"3108",3641,2015-12-27,"bottled water"
"3109",4232,2015-11-14,"pork"
"3110",3614,2015-04-28,"tropical fruit"
"3111",1120,2015-07-14,"citrus fruit"
"3112",4345,2015-01-28,"rolls/buns"
"3113",3663,2015-01-04,"meat spreads"
"3114",2147,2015-11-12,"brown bread"
"3115",4718,2015-09-04,"bottled water"
"3116",2825,2015-08-14,"frankfurter"
"3117",3195,2015-06-14,"pork"
"3118",1910,2015-10-30,"yogurt"
"3119",4170,2015-01-08,"soda"
"3120",4576,2015-09-17,"canned beer"
"3121",1959,2015-07-09,"pastry"
"3122",2729,2015-01-06,"citrus fruit"
"3123",1811,2015-03-18,"citrus fruit"
"3124",4548,2015-07-30,"cereal"
"3125",4463,2015-08-15,"decalcifier"
"3126",3908,2015-07-10,"cereal"
"3127",3579,2015-05-24,"beef"
"3128",2226,2015-01-06,"hamburger meat"
"3129",3701,2015-04-27,"mayonnaise"
"3130",4149,2015-03-20,"fruit/vegetable juice"
"3131",3011,2015-06-22,"finished products"
"3132",2324,2015-08-18,"chicken"
"3133",3778,2015-12-03,"whole milk"
"3134",3837,2015-05-12,"ham"
"3135",3587,2015-01-06,"liquor"
"3136",3885,2015-10-15,"canned beer"
"3137",2271,2015-01-17,"dog food"
"3138",4134,2015-06-14,"citrus fruit"
"3139",4936,2015-03-15,"tropical fruit"
"3140",4084,2015-11-03,"beef"
"3141",1054,2015-10-21,"photo/film"
"3142",2553,2015-07-20,"chicken"
"3143",1513,2015-11-12,"cereal"
"3144",1088,2015-11-09,"whole milk"
"3145",3724,2015-12-11,"meat"
"3146",3054,2015-02-17,"whole milk"
"3147",2281,2015-10-27,"beef"
"3148",4353,2015-06-12,"ham"
"3149",2131,2015-08-27,"cereal"
"3150",2876,2015-09-09,"cereal"
"3151",4395,2015-02-25,"ham"
"3152",2438,2015-02-20,"pork"
"3153",2690,2015-10-17,"canned beer"
"3154",4362,2015-03-02,"chicken"
"3155",1777,2015-04-21,"beef"
"3156",1659,2015-03-10,"yogurt"
"3157",4244,2015-10-31,"tropical fruit"
"3158",2165,2015-04-27,"chicken"
"3159",4809,2015-02-04,"flower soil/fertilizer"
"3160",3715,2015-04-06,"beer"
"3161",1562,2015-01-22,"frozen vegetables"
"3162",2676,2015-11-07,"margarine"
"3163",3339,2015-04-13,"meat"
"3164",1565,2015-12-12,"meat"
"3165",4835,2015-10-28,"pip fruit"
"3166",3996,2015-08-31,"ham"
"3167",2499,2015-02-18,"beef"
"3168",1361,2015-07-06,"beer"
"3169",4418,2015-01-13,"ham"
"3170",4610,2015-01-22,"yogurt"
"3171",3160,2015-05-06,"beer"
"3172",2779,2015-12-01,"whole milk"
"3173",4154,2015-07-02,"root vegetables"
"3174",2034,2015-10-11,"frankfurter"
"3175",2601,2015-05-20,"bottled beer"
"3176",2511,2015-03-16,"hamburger meat"
"3177",4246,2015-12-01,"cereal"
"3178",4231,2015-01-11,"chicken"
"3179",2100,2015-09-19,"dishes"
"3180",2380,2015-06-01,"pork"
"3181",2324,2015-05-14,"frankfurter"
"3182",1473,2015-10-02,"napkins"
"3183",3824,2015-02-12,"root vegetables"
"3184",3289,2015-12-26,"chicken"
"3185",1220,2015-12-29,"frankfurter"
"3186",1923,2015-04-30,"canned beer"
"3187",3612,2015-06-13,"canned beer"
"3188",2682,2015-06-28,"cereal"
"3189",4560,2015-07-03,"frankfurter"
"3190",4531,2015-10-16,"bottled water"
"3191",1379,2015-07-07,"beer"
"3192",4826,2015-01-17,"rolls/buns"
"3193",1763,2015-12-03,"frankfurter"
"3194",1094,2015-09-08,"cereal"
"3195",1729,2015-08-01,"frankfurter"
"3196",4497,2015-06-07,"whole milk"
"3197",1893,2015-01-18,"beef"
"3198",3478,2015-04-02,"canned beer"
"3199",2295,2015-12-28,"frankfurter"
"3200",1833,2015-07-24,"frozen chicken"
"3201",3307,2015-03-03,"pork"
"3202",3562,2015-03-18,"tropical fruit"
"3203",3145,2015-11-16,"beer"
"3204",3595,2015-12-17,"coffee"
"3205",4934,2015-03-17,"meat"
"3206",3386,2015-02-03,"citrus fruit"
"3207",4125,2015-03-21,"citrus fruit"
"3208",2570,2015-03-19,"beer"
"3209",3613,2015-10-05,"beef"
"3210",3292,2015-07-31,"dishes"
"3211",1409,2015-07-02,"shopping bags"
"3212",3315,2015-11-19,"tropical fruit"
"3213",3486,2015-01-29,"hamburger meat"
"3214",1256,2015-08-02,"cereal"
"3215",2523,2015-07-04,"whole milk"
"3216",1432,2015-08-04,"beer"
"3217",4819,2015-10-01,"ice cream"
"3218",4455,2015-06-30,"turkey"
"3219",3467,2015-11-27,"pip fruit"
"3220",1991,2015-10-22,"chicken"
"3221",4862,2015-05-15,"root vegetables"
"3222",3225,2015-02-25,"cereal"
"3223",3296,2015-06-27,"pickled vegetables"
"3224",4179,2015-03-21,"frankfurter"
"3225",4641,2015-07-06,"meat"
"3226",3411,2015-06-19,"berries"
"3227",1932,2015-03-15,"chewing gum"
"3228",1324,2015-04-10,"specialty chocolate"
"3229",4787,2015-08-12,"cereal"
"3230",1497,2015-10-10,"butter milk"
"3231",3666,2015-04-12,"canned beer"
"3232",4338,2015-09-06,"frankfurter"
"3233",4159,2015-12-28,"bottled water"
"3234",4558,2015-04-03,"pork"
"3235",4680,2015-08-27,"bottled beer"
"3236",4303,2015-09-25,"soda"
"3237",4595,2015-08-07,"yogurt"
"3238",2600,2015-12-16,"pet care"
"3239",3830,2015-04-07,"pork"
"3240",2073,2015-05-14,"tropical fruit"
"3241",1847,2015-02-14,"organic cereal"
"3242",1223,2015-11-30,"ham"
"3243",3297,2015-02-08,"cereal"
"3244",2818,2015-11-22,"whole milk"
"3245",2507,2015-12-30,"frozen fish"
"3246",3358,2015-03-19,"whipped/sour cream"
"3247",1930,2015-04-18,"pork"
"3248",2764,2015-12-28,"UHT-milk"
"3249",3025,2015-06-16,"misc. beverages"
"3250",2201,2015-05-03,"specialty chocolate"
"3251",3982,2015-07-25,"cereal"
"3252",2117,2015-03-28,"frozen meals"
"3253",2706,2015-02-12,"specialty chocolate"
"3254",4924,2015-08-26,"whole milk"
"3255",3851,2015-05-10,"whole milk"
"3256",4036,2015-05-26,"pip fruit"
"3257",2202,2015-09-28,"frozen meals"
"3258",1574,2015-02-12,"frankfurter"
"3259",1417,2015-07-13,"pip fruit"
"3260",3204,2015-05-08,"rolls/buns"
"3261",3445,2015-10-01,"cereal"
"3262",3748,2015-03-05,"pet care"
"3263",4061,2015-05-09,"instant coffee"
"3264",2855,2015-09-09,"beer"
"3265",4548,2015-07-28,"herbs"
"3266",3881,2015-04-07,"meat"
"3267",3864,2015-12-12,"pip fruit"
"3268",2766,2015-08-19,"citrus fruit"
"3269",3953,2015-05-13,"cereal"
"3270",4526,2015-08-24,"frankfurter"
"3271",1468,2015-10-09,"canned beer"
"3272",4982,2015-08-01,"canned beer"
"3273",3450,2015-04-27,"beer"
"3274",1330,2015-11-02,"soda"
"3275",4456,2015-04-17,"soda"
"3276",4606,2015-03-30,"pastry"
"3277",3773,2015-11-27,"ham"
"3278",4593,2015-02-12,"frankfurter"
"3279",2244,2015-01-28,"soda"
"3280",4296,2015-08-26,"whole milk"
"3281",3296,2015-03-02,"whole milk"
"3282",1114,2015-07-10,"misc. beverages"
"3283",3480,2015-05-07,"root vegetables"
"3284",3842,2015-10-14,"beer"
"3285",1715,2015-05-21,"butter"
"3286",4052,2015-04-21,"bottled beer"
"3287",2663,2015-05-28,"whole milk"
"3288",1861,2015-05-19,"pip fruit"
"3289",2181,2015-06-23,"male cosmetics"
"3290",2319,2015-05-10,"meat"
"3291",4277,2015-12-06,"bottled water"
"3292",2193,2015-01-07,"pastry"
"3293",3589,2015-10-05,"cereal"
"3294",3144,2015-06-19,"pork"
"3295",4044,2015-08-26,"packaged fruit/vegetables"
"3296",4048,2015-05-08,"beer"
"3297",2272,2015-01-31,"misc. beverages"
"3298",4637,2015-05-14,"whole milk"
"3299",3640,2015-01-26,"pip fruit"
"3300",2599,2015-11-22,"liquor"
"3301",1363,2015-10-14,"whole milk"
"3302",3560,2015-09-27,"canned beer"
"3303",1228,2015-02-23,"photo/film"
"3304",3749,2015-03-09,"tropical fruit"
"3305",1358,2015-12-29,"domestic eggs"
"3306",2586,2015-10-26,"meat"
"3307",4626,2015-12-24,"meat"
"3308",1857,2015-09-10,"pork"
"3309",2646,2015-11-11,"rolls/buns"
"3310",4242,2015-12-09,"coffee"
"3311",2344,2015-02-14,"canned beer"
"3312",1646,2015-08-15,"butter milk"
"3313",3450,2015-03-08,"bottled water"
"3314",4645,2015-12-29,"organic cereal"
"3315",3154,2015-04-10,"napkins"
"3316",2037,2015-04-19,"organic cereal"
"3317",2078,2015-10-16,"tropical fruit"
"3318",2444,2015-05-12,"chocolate marshmallow"
"3319",2100,2015-10-13,"frankfurter"
"3320",4689,2015-06-04,"cling film/bags"
"3321",4430,2015-02-22,"bottled beer"
"3322",1997,2015-10-26,"citrus fruit"
"3323",3414,2015-02-05,"liquor"
"3324",2289,2015-09-06,"brown bread"
"3325",3137,2015-08-24,"ice cream"
"3326",1696,2015-03-01,"newspapers"
"3327",1332,2015-04-03,"processed cheese"
"3328",4748,2015-03-24,"chicken"
"3329",4505,2015-04-17,"tropical fruit"
"3330",4336,2015-04-27,"whole milk"
"3331",2800,2015-03-17,"citrus fruit"
"3332",4456,2015-03-21,"bottled beer"
"3333",3537,2015-07-12,"cereal"
"3334",1331,2015-04-29,"cereal"
"3335",1140,2015-06-26,"pip fruit"
"3336",1976,2015-10-14,"beer"
"3337",3353,2015-04-13,"cereal"
"3338",2190,2015-05-14,"tropical fruit"
"3339",3221,2015-06-29,"pastry"
"3340",4878,2015-09-21,"coffee"
"3341",2291,2015-09-20,"ham"
"3342",2542,2015-03-08,"liquor"
"3343",3770,2015-01-13,"cereal"
"3344",3892,2015-07-20,"frozen chicken"
"3345",2515,2015-07-22,"frankfurter"
"3346",4687,2015-01-13,"bottled water"
"3347",3743,2015-05-06,"canned beer"
"3348",1031,2015-10-15,"beer"
"3349",4245,2015-06-04,"bottled water"
"3350",1851,2015-06-29,"berries"
"3351",1788,2015-12-20,"dessert"
"3352",3166,2015-01-15,"pip fruit"
"3353",4108,2015-09-27,"pork"
"3354",4078,2015-04-25,"frankfurter"
"3355",1784,2015-09-26,"bottled water"
"3356",4001,2015-06-21,"tropical fruit"
"3357",3202,2015-11-14,"pip fruit"
"3358",1939,2015-07-15,"tropical fruit"
"3359",2530,2015-08-30,"bottled beer"
"3360",2893,2015-12-12,"candles"
"3361",3666,2015-02-16,"spread cheese"
"3362",1123,2015-11-12,"pork"
"3363",1098,2015-05-07,"canned beer"
"3364",4319,2015-05-21,"pork"
"3365",4761,2015-03-01,"beverages"
"3366",3790,2015-07-26,"cereal"
"3367",4296,2015-07-28,"tropical fruit"
"3368",4450,2015-07-30,"UHT-milk"
"3369",2434,2015-09-18,"soda"
"3370",3779,2015-11-10,"ham"
"3371",1613,2015-08-03,"white wine"
"3372",3209,2015-12-28,"UHT-milk"
"3373",4895,2015-09-07,"cereal"
"3374",1654,2015-03-25,"whisky"
"3375",1126,2015-04-29,"misc. beverages"
"3376",1254,2015-04-19,"white wine"
"3377",3168,2015-05-02,"soda"
"3378",1892,2015-09-30,"margarine"
"3379",1936,2015-05-20,"beer"
"3380",3132,2015-07-30,"chicken"
"3381",4316,2015-01-11,"beer"
"3382",4375,2015-10-05,"cereal"
"3383",3468,2015-07-08,"pastry"
"3384",2488,2015-08-19,"processed cheese"
"3385",1769,2015-12-30,"rolls/buns"
"3386",4937,2015-04-10,"chicken"
"3387",3389,2015-08-17,"berries"
"3388",1439,2015-08-13,"frankfurter"
"3389",2542,2015-11-24,"whole milk"
"3390",2065,2015-01-22,"pip fruit"
"3391",3830,2015-07-10,"soda"
"3392",3686,2015-04-01,"soda"
"3393",2774,2015-10-28,"yogurt"
"3394",2204,2015-07-16,"pork"
"3395",4833,2015-03-10,"onions"
"3396",1477,2015-02-08,"liquor"
"3397",4697,2015-09-11,"onions"
"3398",2435,2015-09-29,"beef"
"3399",2164,2015-03-19,"rolls/buns"
"3400",3557,2015-02-02,"frankfurter"
"3401",4319,2015-11-08,"cereal"
"3402",3615,2015-08-13,"whole milk"
"3403",1902,2015-10-21,"pork"
"3404",4390,2015-01-20,"whole milk"
"3405",1985,2015-11-26,"bottled water"
"3406",1265,2015-09-29,"shopping bags"
"3407",2023,2015-08-31,"citrus fruit"
"3408",4288,2015-09-25,"meat"
"3409",2261,2015-06-29,"cereal"
"3410",3073,2015-01-17,"berries"
"3411",2406,2015-09-04,"canned beer"
"3412",3983,2015-07-20,"chicken"
"3413",1737,2015-01-23,"whole milk"
"3414",1304,2015-04-30,"rolls/buns"
"3415",4227,2015-08-20,"hamburger meat"
"3416",3987,2015-06-17,"citrus fruit"
"3417",4127,2015-11-12,"bottled beer"
"3418",1734,2015-03-20,"beef"
"3419",2770,2015-07-15,"yogurt"
"3420",1454,2015-01-13,"meat"
"3421",2256,2015-08-21,"pastry"
"3422",2625,2015-11-18,"beer"
"3423",4335,2015-12-05,"tidbits"
"3424",3738,2015-05-24,"potato products"
"3425",2394,2015-08-19,"waffles"
"3426",1927,2015-05-15,"tropical fruit"
"3427",3681,2015-10-14,"whole milk"
"3428",2435,2015-08-30,"bottled beer"
"3429",1728,2015-08-15,"soda"
"3430",4708,2015-04-14,"meat"
"3431",1010,2015-07-31,"pip fruit"
"3432",3735,2015-04-20,"rolls/buns"
"3433",3331,2015-05-19,"frankfurter"
"3434",2383,2015-10-05,"soda"
"3435",1160,2015-11-20,"pip fruit"
"3436",4890,2015-04-22,"rolls/buns"
"3437",3513,2015-05-29,"onions"
"3438",2525,2015-01-14,"whole milk"
"3439",3708,2015-09-03,"pastry"
"3440",4746,2015-06-06,"ham"
"3441",4784,2015-09-11,"root vegetables"
"3442",2051,2015-01-02,"photo/film"
"3443",4745,2015-04-12,"bottled beer"
"3444",4364,2015-01-17,"dessert"
"3445",1493,2015-02-23,"beverages"
"3446",1330,2015-05-18,"chicken"
"3447",1777,2015-07-10,"whole milk"
"3448",2633,2015-07-10,"hard cheese"
"3449",1917,2015-01-23,"pork"
"3450",4891,2015-01-09,"soda"
